Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Components,Components,Components,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Registration,JIR-1,10048,Epic,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Highest,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 12:15,4/1/2026 12:15,4/2/2026 11:25,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@123f2df2,,,,,ghx-label-12,,To Do,,,,grey,,,,,0|i0002n:,,,JIR Sprint 1,,,,,,,,,,,,,,,To Do,4/1/2026 12:15
Calculate progress percentage,JIR-278,10565,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:12,4/2/2026 10:12,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@102b699f,,,,,,,,,,,,,,,,0|i001s7:,,,JIR Sprint 1,,,,,,,,,,,,10134,JIR-55,"As a user, I want to see my course progress so that I can track my learning.",To Do,4/2/2026 10:12
Fetch progress data from backend,JIR-279,10567,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:12,4/2/2026 10:12,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6fefb76a,,,,,,,,,,,,,,,,0|i001sf:,,,JIR Sprint 1,,,,,,,,,,,,10134,JIR-55,"As a user, I want to see my course progress so that I can track my learning.",To Do,4/2/2026 10:12
Display progress bar UI,JIR-280,10569,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:12,4/2/2026 10:12,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cd7d176,,,,,,,,,,,,,,,,0|i001sn:,,,JIR Sprint 1,,,,,,,,,,,,10134,JIR-55,"As a user, I want to see my course progress so that I can track my learning.",To Do,4/2/2026 10:12
Update progress dynamically,JIR-281,10571,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:12,4/2/2026 10:12,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@faa9c7,,,,,,,,,,,,,,,,0|i001sv:,,,JIR Sprint 1,,,,,,,,,,,,10134,JIR-55,"As a user, I want to see my course progress so that I can track my learning.",To Do,4/2/2026 10:12
"As a user, I want to resume my course from where I left off so that I can continue learning seamlessly.",JIR-56,10135,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:29,4/2/2026 10:23,4/2/2026 10:13,,Backend API,Database,Frontend (UI),Media / Video Service,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6013682f,,,,,,,,,,,,,,,,0|i000ev:,,,JIR Sprint 1,,,,,,,,,,,,10054,JIR-7,My Courses,To Do,4/2/2026 9:29
Add “Continue Learning” button,JIR-282,10573,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3af6cb9f,,,,,,,,,,,,,,,,0|i001t3:,,,JIR Sprint 1,,,,,,,,,,,,10135,JIR-56,"As a user, I want to resume my course from where I left off so that I can continue learning seamlessly.",To Do,4/2/2026 10:13
Fetch last watched lecture,JIR-283,10575,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@318d04cd,,,,,,,,,,,,,,,,0|i001tb:,,,JIR Sprint 1,,,,,,,,,,,,10135,JIR-56,"As a user, I want to resume my course from where I left off so that I can continue learning seamlessly.",To Do,4/2/2026 10:13
Redirect to video player,JIR-284,10577,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@203c34b1,,,,,,,,,,,,,,,,0|i001tj:,,,JIR Sprint 1,,,,,,,,,,,,10135,JIR-56,"As a user, I want to resume my course from where I left off so that I can continue learning seamlessly.",To Do,4/2/2026 10:13
Maintain resume state,JIR-285,10579,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@813e62e,,,,,,,,,,,,,,,,0|i001tr:,,,JIR Sprint 1,,,,,,,,,,,,10135,JIR-56,"As a user, I want to resume my course from where I left off so that I can continue learning seamlessly.",To Do,4/2/2026 10:13
"As a user, I want to access course lectures so that I can complete the course.",JIR-57,10136,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:29,4/2/2026 10:23,4/2/2026 10:13,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f3c101c,,,,,,,,,,,,,,,,0|i000f3:,,,JIR Sprint 1,,,,,,,,,,,,10054,JIR-7,My Courses,To Do,4/2/2026 9:29
Display lecture list UI,JIR-286,10581,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ecb911e,,,,,,,,,,,,,,,,0|i001tz:,,,JIR Sprint 1,,,,,,,,,,,,10136,JIR-57,"As a user, I want to access course lectures so that I can complete the course.",To Do,4/2/2026 10:13
Fetch lecture data from backend,JIR-287,10583,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28b641b3,,,,,,,,,,,,,,,,0|i001u7:,,,JIR Sprint 1,,,,,,,,,,,,10136,JIR-57,"As a user, I want to access course lectures so that I can complete the course.",To Do,4/2/2026 10:13
Allow access for enrolled users,JIR-288,10585,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@77774998,,,,,,,,,,,,,,,,0|i001uf:,,,JIR Sprint 1,,,,,,,,,,,,10136,JIR-57,"As a user, I want to access course lectures so that I can complete the course.",To Do,4/2/2026 10:13
Restrict unauthorized access,JIR-289,10587,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f2890db,,,,,,,,,,,,,,,,0|i001un:,,,JIR Sprint 1,,,,,,,,,,,,10136,JIR-57,"As a user, I want to access course lectures so that I can complete the course.",To Do,4/2/2026 10:13
"As a user, I want to see a message when I have no enrolled courses so that I understand what to do next.",JIR-58,10137,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:29,4/2/2026 10:23,4/2/2026 10:13,,Frontend (UI),,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@103f6d83,,,,,,,,,,,,,,,,0|i000fb:,,,JIR Sprint 1,,,,,,,,,,,,10054,JIR-7,My Courses,To Do,4/2/2026 9:29
Show “No courses enrolled” message,JIR-290,10589,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@136e063,,,,,,,,,,,,,,,,0|i001uv:,,,JIR Sprint 1,,,,,,,,,,,,10137,JIR-58,"As a user, I want to see a message when I have no enrolled courses so that I understand what to do next.",To Do,4/2/2026 10:13
Add CTA (Browse Courses),JIR-291,10591,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5328faff,,,,,,,,,,,,,,,,0|i001v3:,,,JIR Sprint 1,,,,,,,,,,,,10137,JIR-58,"As a user, I want to see a message when I have no enrolled courses so that I understand what to do next.",To Do,4/2/2026 10:13
Handle UI gracefully,JIR-292,10593,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:13,4/2/2026 10:13,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d90973d,,,,,,,,,,,,,,,,0|i001vb:,,,JIR Sprint 1,,,,,,,,,,,,10137,JIR-58,"As a user, I want to see a message when I have no enrolled courses so that I understand what to do next.",To Do,4/2/2026 10:13
Prevent blank screen,JIR-293,10595,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19c417c8,,,,,,,,,,,,,,,,0|i001vj:,,,JIR Sprint 1,,,,,,,,,,,,10137,JIR-58,"As a user, I want to see a message when I have no enrolled courses so that I understand what to do next.",To Do,4/2/2026 10:14
"As a system, I want to restrict access to enrolled courses only so that course content is secure.",JIR-59,10138,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:30,4/2/2026 10:23,4/2/2026 10:14,,Authentication Service,Backend API,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4383c6ac,,,,,,,,,,,,,,,,0|i000fj:,,,JIR Sprint 1,,,,,,,,,,,,10054,JIR-7,My Courses,To Do,4/2/2026 9:30
Validate user enrollment in backend,JIR-294,10597,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e6e267b,,,,,,,,,,,,,,,,0|i001vr:,,,JIR Sprint 1,,,,,,,,,,,,10138,JIR-59,"As a system, I want to restrict access to enrolled courses only so that course content is secure.",To Do,4/2/2026 10:14
Restrict non-enrolled users,JIR-295,10599,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c070b02,,,,,,,,,,,,,,,,0|i001vz:,,,JIR Sprint 1,,,,,,,,,,,,10138,JIR-59,"As a system, I want to restrict access to enrolled courses only so that course content is secure.",To Do,4/2/2026 10:14
Block direct URL access,JIR-296,10601,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e05210b,,,,,,,,,,,,,,,,0|i001w7:,,,JIR Sprint 1,,,,,,,,,,,,10138,JIR-59,"As a system, I want to restrict access to enrolled courses only so that course content is secure.",To Do,4/2/2026 10:14
Redirect unauthorized users,JIR-297,10603,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c19f0de,,,,,,,,,,,,,,,,0|i001wf:,,,JIR Sprint 1,,,,,,,,,,,,10138,JIR-59,"As a system, I want to restrict access to enrolled courses only so that course content is secure.",To Do,4/2/2026 10:14
"As a user, I want to play and pause video lectures so that I can control my learning.",JIR-60,10139,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:33,4/2/2026 10:23,4/2/2026 10:14,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66054bc0,,,,,,,,,,,,,,,,0|i000fr:,,,JIR Sprint 1,,,,,,,,,,,,10055,JIR-8,Video Player,To Do,4/2/2026 9:33
Integrate video player,JIR-298,10605,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5d3cab31,,,,,,,,,,,,,,,,0|i001wn:,,,JIR Sprint 1,,,,,,,,,,,,10139,JIR-60,"As a user, I want to play and pause video lectures so that I can control my learning.",To Do,4/2/2026 10:14
Implement play/pause controls,JIR-299,10607,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7566ab12,,,,,,,,,,,,,,,,0|i001wv:,,,JIR Sprint 1,,,,,,,,,,,,10139,JIR-60,"As a user, I want to play and pause video lectures so that I can control my learning.",To Do,4/2/2026 10:14
Sync UI with playback state,JIR-300,10609,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:14,4/2/2026 10:14,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@77c56042,,,,,,,,,,,,,,,,0|i001x3:,,,JIR Sprint 1,,,,,,,,,,,,10139,JIR-60,"As a user, I want to play and pause video lectures so that I can control my learning.",To Do,4/2/2026 10:14
Handle playback errors,JIR-301,10611,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:16,4/2/2026 10:16,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f35dff7,,,,,,,,,,,,,,,,0|i001xb:,,,JIR Sprint 1,,,,,,,,,,,,10139,JIR-60,"As a user, I want to play and pause video lectures so that I can control my learning.",To Do,4/2/2026 10:16
"As a user, I want to seek forward and backward in a video so that I can navigate content easily.",JIR-61,10140,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:33,4/2/2026 10:23,4/2/2026 10:16,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b0e1877,,,,,,,,,,,,,,,,0|i000fz:,,,JIR Sprint 1,,,,,,,,,,,,10055,JIR-8,Video Player,To Do,4/2/2026 9:33
Add seek bar UI,JIR-302,10613,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:16,4/2/2026 10:16,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@349d4b80,,,,,,,,,,,,,,,,0|i001xj:,,,JIR Sprint 1,,,,,,,,,,,,10140,JIR-61,"As a user, I want to seek forward and backward in a video so that I can navigate content easily.",To Do,4/2/2026 10:16
Implement forward/backward controls,JIR-303,10615,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:16,4/2/2026 10:16,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@799409ae,,,,,,,,,,,,,,,,0|i001xr:,,,JIR Sprint 1,,,,,,,,,,,,10140,JIR-61,"As a user, I want to seek forward and backward in a video so that I can navigate content easily.",To Do,4/2/2026 10:16
Sync timeline with video,JIR-304,10617,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:16,4/2/2026 10:16,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@24fb8e75,,,,,,,,,,,,,,,,0|i001xz:,,,JIR Sprint 1,,,,,,,,,,,,10140,JIR-61,"As a user, I want to seek forward and backward in a video so that I can navigate content easily.",To Do,4/2/2026 10:16
